id,status,duration,start_date,start_station,end_date
25646,Closed,598,19-08-2011 09:08,40,19-08-2011 09:18
25649,Closed,898,19-08-2011 09:10,6,19-08-2011 09:25
25671,Closed,745,19-08-2011 09:24,39,19-08-2011 09:37
25699,Closed,558,19-08-2011 09:47,52,19-08-2011 09:57
25747,Closed,1490,19-08-2011 11:30,22,19-08-2011 11:55
25753,Closed,534,19-08-2011 11:35,32,19-08-2011 11:44
25840,Closed,1017,19-08-2011 12:42,42,19-08-2011 12:59
25843,Closed,1283,19-08-2011 12:46,35,19-08-2011 13:07
25852,Closed,184,19-08-2011 12:58,33,19-08-2011 13:01
25930,Closed,616,19-08-2011 14:01,41,19-08-2011 14:12
25933,Closed,7575,19-08-2011 14:04,20,19-08-2011 16:10
25955,Closed,1018,19-08-2011 14:17,14,19-08-2011 14:34
25967,Closed,5324,19-08-2011 14:27,38,19-08-2011 15:56
25970,Closed,865,19-08-2011 14:29,45,19-08-2011 14:44
25980,Closed,335,19-08-2011 14:33,35,19-08-2011 14:39
26033,Closed,1732,19-08-2011 15:55,36,19-08-2011 16:24
26064,Closed,1843,19-08-2011 16:25,17,19-08-2011 16:55
26066,Closed,934,19-08-2011 16:25,49,19-08-2011 16:41
26127,Closed,1108,19-08-2011 17:05,21,19-08-2011 17:23
26129,Closed,1099,19-08-2011 17:05,21,19-08-2011 17:23
26130,Closed,2220,19-08-2011 17:05,20,19-08-2011 17:42
26153,Closed,1172,19-08-2011 17:18,35,19-08-2011 17:37
26157,Closed,516,19-08-2011 17:20,24,19-08-2011 17:29
26187,Closed,1486,19-08-2011 17:37,17,19-08-2011 18:02
26190,Closed,85462,19-08-2011 17:39,46,20-08-2011 17:23
26201,Closed,85210,19-08-2011 17:43,46,20-08-2011 17:23
26215,Closed,488,19-08-2011 17:51,44,19-08-2011 17:59
26255,Closed,585,19-08-2011 18:14,49,19-08-2011 18:24
26265,Closed,476,19-08-2011 18:21,16,19-08-2011 18:29
26278,Closed,871,19-08-2011 18:27,36,19-08-2011 18:42
26289,Closed,5897,19-08-2011 18:37,42,19-08-2011 20:15
26353,Closed,231,19-08-2011 19:22,43,19-08-2011 19:26
26363,Closed,1196,19-08-2011 19:33,9,19-08-2011 19:53
26375,Closed,2052,19-08-2011 19:40,46,19-08-2011 20:15
26435,Closed,445,19-08-2011 20:39,46,19-08-2011 20:46
26471,Closed,1872,19-08-2011 21:25,17,19-08-2011 21:56
26525,Closed,195,19-08-2011 22:16,16,19-08-2011 22:19
26622,Closed,600,20-08-2011 00:38,48,20-08-2011 00:48
26680,Closed,1891,20-08-2011 02:01,31,20-08-2011 02:32
26702,Closed,982,20-08-2011 02:18,35,20-08-2011 02:34
26708,Closed,1800,20-08-2011 02:19,35,20-08-2011 02:49
26719,Closed,1136,20-08-2011 02:24,40,20-08-2011 02:43
26723,Closed,5330,20-08-2011 02:27,49,20-08-2011 03:56
26755,Closed,5802,20-08-2011 03:22,33,20-08-2011 04:59
26783,Closed,471,20-08-2011 07:34,47,20-08-2011 07:42
26793,Closed,537,20-08-2011 08:19,9,20-08-2011 08:28
26851,Closed,448,20-08-2011 10:06,46,20-08-2011 10:14
26862,Closed,6222,20-08-2011 10:17,35,20-08-2011 12:01
26943,Closed,20026,20-08-2011 11:17,22,20-08-2011 16:51
26945,Closed,20030,20-08-2011 11:17,22,20-08-2011 16:51
26948,Closed,489,20-08-2011 11:18,52,20-08-2011 11:26
26952,Closed,1829,20-08-2011 11:26,39,20-08-2011 11:56
26974,Closed,10328,20-08-2011 11:34,47,20-08-2011 14:26
26988,Closed,1137,20-08-2011 11:44,57,20-08-2011 12:03
26996,Closed,896,20-08-2011 11:45,50,20-08-2011 12:00
26999,Closed,19468,20-08-2011 11:47,10,20-08-2011 17:11
27012,Closed,4083,20-08-2011 11:58,53,20-08-2011 13:06
27141,Closed,875,20-08-2011 12:57,35,20-08-2011 13:12
27153,Closed,647,20-08-2011 13:07,38,20-08-2011 13:18
27206,Closed,1165,20-08-2011 13:43,44,20-08-2011 14:02
27224,Closed,4376,20-08-2011 13:50,38,20-08-2011 15:03
27284,Closed,763,20-08-2011 14:06,24,20-08-2011 14:19
27424,Closed,1299,20-08-2011 14:52,42,20-08-2011 15:14
27467,Closed,2969,20-08-2011 15:08,22,20-08-2011 15:58
27508,Closed,3631,20-08-2011 15:22,47,20-08-2011 16:23
27525,Closed,8384,20-08-2011 15:28,25,20-08-2011 17:48
27581,Closed,2446,20-08-2011 15:50,41,20-08-2011 16:31
27649,Closed,119,20-08-2011 16:18,10,20-08-2011 16:20
27661,Closed,1657,20-08-2011 16:22,21,20-08-2011 16:49
27678,Closed,1459,20-08-2011 16:31,30,20-08-2011 16:55
27704,Closed,4776,20-08-2011 16:43,44,20-08-2011 18:03
27715,Closed,1796,20-08-2011 16:44,43,20-08-2011 17:14
27718,Closed,937,20-08-2011 16:45,24,20-08-2011 17:00
27723,Closed,2426,20-08-2011 16:46,24,20-08-2011 17:26
27766,Closed,1038,20-08-2011 17:05,52,20-08-2011 17:22
27788,Closed,180,20-08-2011 17:09,56,20-08-2011 17:12
27801,Closed,588,20-08-2011 17:16,24,20-08-2011 17:26
27839,Closed,733,20-08-2011 17:26,16,20-08-2011 17:38
27873,Closed,903,20-08-2011 17:43,37,20-08-2011 17:58
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
